City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,bangkalan,-7.0455,112.7351,27.43,64,10,2.65,ID,1726362587
83,newman,37.3138,-121.0208,32.24,30,0,1.34,US,1726362589
84,batticaloa,7.7102,81.6924,27.35,71,92,1.79,LK,1726362591
85,dogondoutchi,13.6393,4.0287,28.1,60,56,2.62,NE,1726362592
86,afaahiti,-17.75,-149.2833,24.05,87,67,4.14,PF,1726362593
87,bilibino,68.0546,166.4372,7.54,68,100,0.51,RU,1726362594
88,ifrane,33.3333,-5.25,19.9,46,6,2.35,MA,1726362595
89,port mathurin,-19.6833,63.4167,20.32,67,100,11.11,MU,1726362596
90,divnomorskoye,44.5011,38.1353,19.19,56,0,4.35,RU,1726362597
91,stanley,54.868,-1.6985,14.01,83,20,4.63,GB,1726362599
92,parral,26.9333,-105.6667,15.06,87,100,1.63,MX,1726362600
93,kingston,17.997,-76.7936,26.76,87,11,0.6,JM,1726362601
94,georgetown,5.4112,100.3354,25.96,89,20,1.54,MY,1726362602
95,russas,-4.9403,-37.9758,26.16,55,4,4.81,BR,1726362603
96,olonkinbyen,70.9221,-8.7187,1.34,68,100,6.25,SJ,1726362604
97,xique xique,-10.8217,-42.7311,25.88,47,5,5.86,BR,1726362605
98,al bardiyah,31.7561,25.0865,25.21,75,0,5.37,LY,1726362606
99,lihue,21.9789,-159.3672,28.77,66,40,6.69,US,1726362608
100,porto novo,6.4965,2.6036,23.61,95,100,2.58,BJ,1726362609
101,fort st. john,56.2499,-120.8529,15.08,61,77,2.31,CA,1726362611
102,bethel,41.3712,-73.414,21.46,87,20,0.0,US,1726362612
103,trairi,-3.2778,-39.2689,25.0,84,28,4.99,BR,1726362613
104,gizo,-8.103,156.8419,25.47,91,100,4.48,SB,1726362614
105,kyzyl,51.7,94.45,8.48,67,99,0.84,RU,1726362615
106,hammerfest,70.6634,23.6821,9.25,81,68,2.57,NO,1726362618
107,nar'yan-mar,67.6713,53.087,15.32,82,75,3.71,RU,1726362619
108,colonia,50.9333,6.95,7.75,88,20,1.54,DE,1726362620
109,ha'il,27.5219,41.6907,27.01,32,0,1.03,SA,1726362621
110,iqaluit,63.7506,-68.5145,6.5,75,14,2.24,CA,1726362622
111,maymana,35.9214,64.7836,16.8,29,22,1.16,AF,1726362624
112,najran,17.4924,44.1277,25.97,37,31,2.87,SA,1726362625
113,totness,5.8833,-56.3167,27.45,79,15,4.61,SR,1726362626
114,naryn,41.4287,75.9911,7.79,40,31,2.47,KG,1726362627
115,remire-montjoly,4.9167,-52.2667,27.02,83,0,2.06,GF,1726362628
116,mandalgovi,45.7625,106.2708,10.47,67,100,6.09,MN,1726362796
117,lompoc,34.6391,-120.4579,16.96,82,100,4.12,US,1726362798
118,yelizovo,53.1873,158.3805,15.08,29,0,8.0,RU,1726362799
119,laojunmiao,39.8333,97.7333,11.55,82,67,1.14,CN,1726362800
120,goure,13.9835,10.2704,28.02,61,16,3.53,NE,1726362802
121,alotau,-10.3069,150.4462,28.39,72,59,3.37,PG,1726362803
122,qaqortoq,60.7167,-46.0333,4.07,93,100,1.86,GL,1726362804
123,santa ana,33.7456,-117.8678,24.95,68,40,4.63,US,1726362751
124,yaren,-0.5472,166.916,28.3,64,100,4.02,NR,1726362807
125,bredasdorp,-34.5322,20.0403,10.02,93,16,2.15,ZA,1726362809
126,ljusdal,61.8288,16.0913,5.05,78,19,0.33,SE,1726362810
127,labytnangi,66.6572,66.4183,10.92,70,100,2.33,RU,1726362811
128,punta arenas,-53.15,-70.9167,4.06,81,20,8.75,CL,1726362813
129,la ronge,55.1001,-105.2842,14.73,65,99,2.19,CA,1726362814
130,hamilton,39.1834,-84.5333,26.47,55,20,3.6,US,1726362525
131,dabhol,17.6,73.1667,24.04,86,99,0.5,IN,1726362817
132,chivilcoy,-34.8957,-60.0167,9.26,53,0,3.65,AR,1726362818
133,kodiak,57.79,-152.4072,13.73,88,20,2.06,US,1726362820
134,arteche,12.2645,125.4048,27.55,81,100,5.83,PH,1726362821
135,lautoka,-17.6167,177.4667,28.92,61,20,6.69,FJ,1726362822
136,puerto baquerizo moreno,-0.9,-89.6,21.11,89,81,5.07,EC,1726362824
137,saipan,15.1355,145.701,28.39,89,100,4.63,MP,1726362825
138,klyuchi,52.2667,79.1667,9.93,90,16,3.2,RU,1726362827
139,borogontsy,62.6683,131.1683,4.75,57,6,3.8,RU,1726362828
140,kovdor,67.5662,30.4758,8.47,89,100,0.21,RU,1726362829
141,havre,49.5833,0.3333,9.87,81,0,2.06,FR,1726362778
142,vanimo,-2.6741,141.3028,29.05,69,100,1.8,PG,1726362831
143,xinji,37.9028,115.2036,18.5,62,97,2.68,CN,1726362833
144,veinticinco de mayo,-35.4323,-60.1727,8.32,72,0,0.89,AR,1726362834
145,ashkasham,36.6833,71.5333,7.47,60,98,1.46,AF,1726362835
146,kailua-kona,19.6406,-155.9956,29.98,73,40,5.66,US,1726362836
147,nuuk,64.1835,-51.7216,4.34,100,100,3.09,GL,1726362837
148,laishevo,55.4046,49.5504,12.12,73,7,2.75,RU,1726362838
149,tazovsky,67.4667,78.7,-0.22,75,74,1.99,RU,1726362839
150,tolanaro,-25.0319,46.9987,18.8,92,2,5.63,MG,1726362841
151,cabo san lucas,22.8909,-109.9124,26.17,90,0,10.8,MX,1726362765
152,tual,-5.6667,132.75,26.48,83,91,5.9,ID,1726362843
153,lodja,-3.4833,23.4333,21.12,60,6,1.25,CD,1726362845
154,beau vallon,-20.4189,57.6953,21.13,52,40,5.14,MU,1726362846
155,toyooka,35.5333,134.8333,26.52,87,100,2.11,JP,1726362847
156,portland,45.5234,-122.6762,21.31,77,100,6.17,US,1726362750
157,north bend,43.4065,-124.2243,20.14,88,100,3.09,US,1726362849
158,tarumovka,44.0761,46.5361,16.13,88,0,3.95,RU,1726362850
159,sorong,-0.8833,131.25,27.95,79,99,5.97,ID,1726362851
160,keflavik,64.0049,-22.5624,4.24,81,0,5.14,IS,1726362853
161,tchintabaraden,15.8969,5.7985,32.38,42,1,2.04,NE,1726362854
162,tanout,14.9709,8.8879,30.4,49,4,5.22,NE,1726362855
163,bayganin,48.6947,55.8742,16.91,50,69,4.57,KZ,1726362856
164,waingapu,-9.6567,120.2641,28.45,58,33,4.76,ID,1726362857
165,uturoa,-16.7333,-151.4333,26.44,77,0,4.22,PF,1726362858
166,dudinka,69.4058,86.1778,-0.52,80,85,3.67,RU,1726362859
167,saint-philippe,-21.3585,55.7679,18.61,68,54,4.94,RE,1726362860
168,sinor,21.9167,73.3333,22.85,94,23,2.61,IN,1726362862
169,calabozo,8.9242,-67.4293,25.15,89,5,0.82,VE,1726362863
170,hakha,22.65,93.6167,17.93,100,100,1.09,MM,1726362864
171,akureyri,65.6835,-18.0878,2.91,99,100,4.16,IS,1726362865
172,port alfred,-33.5906,26.891,15.66,93,100,5.88,ZA,1726362866
173,kone,-21.0595,164.8658,29.22,37,1,4.96,NC,1726362867
174,nueva gerona,21.8833,-82.8,29.93,65,52,0.57,CU,1726362868
175,san fernando de apure,7.8878,-67.4724,25.8,86,3,1.34,VE,1726362870
176,margaret river,-33.95,115.0667,14.65,60,0,5.93,AU,1726362731
177,paysandu,-32.3214,-58.0756,8.39,64,0,3.89,UY,1726362872
178,chonchi,-42.6128,-73.8092,7.29,96,44,1.64,CL,1726362874
179,sinop,41.7711,34.8709,18.73,63,100,3.15,TR,1726362875
180,banda aceh,5.5577,95.3222,28.44,69,100,5.05,ID,1726362876
181,aasiaat,68.7098,-52.8699,-1.39,84,14,2.05,GL,1726362878
182,meadow lake,34.8014,-106.5436,27.59,28,0,3.68,US,1726362879
183,lovisa,60.4566,26.2251,17.38,98,40,2.8,FI,1726362881
184,bonthe,7.5264,-12.505,24.72,91,61,2.96,SL,1726362882
185,desarmes,18.9917,-72.3889,26.66,91,100,2.98,HT,1726362883
186,taoudenni,22.6783,-3.9836,32.11,47,8,4.05,ML,1726362884
187,bereznik,62.8551,42.7072,13.06,76,100,1.91,RU,1726362885
188,tonganoxie,39.1097,-95.0878,26.43,71,0,3.08,US,1726362887
189,isafjordur,66.0755,-23.124,2.98,78,99,5.78,IS,1726362888
190,nogliki,51.8333,143.1667,16.23,52,7,3.54,RU,1726362889
191,espiye,40.9479,38.7115,22.76,56,0,2.92,TR,1726362890
192,vallenar,-28.5708,-70.7581,15.63,59,0,1.09,CL,1726362891
193,suoyarvi,62.0833,32.35,12.77,74,88,2.49,RU,1726362892
194,codrington,-38.2667,141.9667,11.17,57,72,5.88,AU,1726362893
195,palmer,42.1584,-72.3287,22.51,69,56,3.18,US,1726362894
196,mount pearl,47.5166,-52.7813,10.64,78,100,2.68,CA,1726362896
197,lockwood,45.8191,-108.4149,25.79,35,40,2.06,US,1726362789
198,kirakira,-10.4544,161.9205,28.71,77,80,3.88,SB,1726362898
199,callao,-12.0667,-77.15,18.18,82,100,3.6,PE,1726362899
200,la sarre,48.8002,-79.1996,19.29,77,100,2.79,CA,1726362900
201,pemba,-12.974,40.5178,24.1,80,0,1.46,MZ,1726362901
202,la passe,45.5549,-0.8967,10.93,68,54,4.96,FR,1726362902
203,sola,-13.8833,167.55,26.19,82,16,4.31,VU,1726362903
204,hassi messaoud,31.6804,6.0729,28.21,49,0,7.41,DZ,1726362905
205,vuokatti,64.146,28.2697,11.19,99,100,2.33,FI,1726362906
206,akrehamn,59.2667,5.1833,13.14,94,100,7.72,NO,1726362907
207,mount isa,-20.7333,139.5,27.87,32,0,6.69,AU,1726362908
208,bazas,44.432,-0.2133,8.84,91,5,2.09,FR,1726362909
209,severo-yeniseyskiy,60.3725,93.0408,-1.31,86,100,4.79,RU,1726362910
210,springbok,-29.6643,17.8865,5.09,93,27,1.97,ZA,1726362911
211,mermoz boabab,14.7065,-17.4758,27.45,80,80,2.75,SN,1726362914
212,sidrolandia,-20.9319,-54.9614,25.16,49,88,3.66,BR,1726362915
213,forest grove,45.5198,-123.1107,20.02,80,100,3.6,US,1726362916
214,antsiranana,-12.2787,49.2917,22.58,75,7,8.35,MG,1726362917
215,puerto aysen,-45.4,-72.7,4.43,99,100,2.34,CL,1726362918
216,erdenet,49.0333,104.0833,9.9,59,100,6.49,MN,1726362919
217,mount pleasant,32.7941,-79.8626,23.99,85,75,3.09,US,1726362920
218,weno,7.4515,151.8468,24.97,88,100,3.09,FM,1726362921
219,nova vicosa,-17.8919,-39.3719,23.0,79,0,4.2,BR,1726362923
220,moron,-34.6534,-58.6198,13.25,68,0,5.81,AR,1726362826
221,lazaro cardenas,17.9583,-102.2,28.31,81,100,2.25,MX,1726362925
222,trinity beach,-16.7888,145.6968,25.03,83,75,4.63,AU,1726362926
223,qarqaraly,49.4058,75.4742,5.79,97,12,2.1,KZ,1726362927
224,brigantine,39.4101,-74.3646,21.12,93,0,1.54,US,1726362928
225,kindu,-2.95,25.95,21.49,59,15,0.71,CD,1726362929
226,salies-de-bearn,43.4742,-0.9245,10.71,77,11,1.38,FR,1726362931
227,buckhannon,38.994,-80.232,20.12,67,1,2.48,US,1726362932
228,sarangani,5.4033,125.4636,28.87,69,91,7.42,PH,1726362933
229,maloye ganyushkino,46.6,49.2667,18.17,44,5,4.39,KZ,1726362934
230,tabas,33.5959,56.9244,25.06,18,90,1.45,IR,1726362935
231,aur,8.1499,171.1687,28.37,76,83,4.85,MH,1726362936
232,tambura,5.6,27.4667,20.42,97,38,1.24,SS,1726362937
233,utrik,11.2278,169.8474,28.47,80,100,8.36,MH,1726362938
234,luba,3.4568,8.5547,25.13,91,94,2.86,GQ,1726362940
235,leksand,60.7339,15.0032,5.62,87,29,1.37,SE,1726362941
236,panaba,21.2833,-88.2667,27.3,79,80,4.06,MX,1726362942
237,port lincoln,-34.7333,135.8667,11.56,55,0,9.21,AU,1726362943
238,enewetak,11.3474,162.3373,28.99,78,100,7.45,MH,1726362944
239,ingeniero jacobacci,-41.3427,-69.5448,5.35,50,0,11.26,AR,1726362945
240,rongelap,11.1635,166.8941,28.52,80,9,7.54,MH,1726362946
241,nouadhibou,20.931,-17.0347,21.03,92,5,5.26,MR,1726362948
242,yuzhno-kurilsk,44.0306,145.8556,15.35,95,100,2.91,RU,1726362949
243,petropavlovka,50.6114,105.3196,13.23,68,99,3.88,RU,1726362950
244,sinjai,-5.1241,120.253,27.94,58,100,2.79,ID,1726362951
245,yanykurgan,43.915,67.2481,15.78,35,99,7.54,KZ,1726362952
246,monrovia,6.3005,-10.7969,24.78,86,70,5.16,LR,1726362953
247,virginia,37.5481,-77.4467,22.08,82,75,2.57,US,1726362707
248,east london,-33.0153,27.9116,17.61,82,88,6.91,ZA,1726362957
249,salalah,17.0151,54.0924,27.05,89,75,2.06,OM,1726362958
250,banfora,10.6333,-4.7667,22.75,96,27,0.68,BF,1726362959
251,island harbour,50.724,-1.2758,15.57,58,6,3.36,GB,1726362960
252,dolinsk,47.35,142.8,17.29,58,4,1.75,RU,1726362961
253,dowlatabad,32.7998,51.6955,19.82,34,0,4.12,IR,1726362962
254,juba,4.8517,31.5825,20.9,92,31,1.28,SS,1726362964
255,ndibene dahra,15.3338,-15.4766,26.72,84,100,3.66,SN,1726362965
256,uliastay,47.7417,96.8444,4.39,57,1,3.04,MN,1726362966
257,isangel,-19.55,169.2667,26.06,78,75,6.17,VU,1726362967
258,sitka,57.0531,-135.33,14.94,67,20,2.06,US,1726362968
259,la paz,-16.5,-68.15,10.99,78,20,4.12,BO,1726362969
260,ilulissat,69.2167,-51.1,-0.99,100,75,0.0,GL,1726362970
261,qamdo,31.1667,97.2333,10.58,63,68,2.18,CN,1726362971
262,mirny,62.5353,113.9611,1.53,74,98,3.57,RU,1726362973
263,anadyr,64.75,177.4833,9.28,81,75,6.0,RU,1726362974
264,tingambato,19.5,-101.8667,18.96,98,100,0.44,MX,1726362975
265,san patricio,28.017,-97.5169,28.97,68,75,4.77,US,1726362976
266,toscolano maderno,45.6345,10.6084,14.7,55,100,6.57,IT,1726362977
267,pucon,-39.2822,-71.9543,6.66,92,100,0.64,CL,1726362978
268,santarem,-2.4431,-54.7083,30.07,74,0,4.63,BR,1726362979
269,long beach,33.767,-118.1892,23.41,77,75,5.66,US,1726362952
270,saint-joseph,-21.3667,55.6167,17.21,68,41,5.22,RE,1726362982
271,yantongshan,43.2919,126.0094,13.7,67,0,1.12,CN,1726362983
272,gukovo,48.0531,39.9311,17.22,33,0,6.08,RU,1726362984
273,dalandzadgad,43.5708,104.425,14.97,41,5,0.7,MN,1726362985
274,ovalle,-30.5983,-71.2003,14.19,69,0,0.81,CL,1726362986
275,barroso,-21.1869,-43.9758,19.69,44,100,2.29,BR,1726362987
276,hadibu,12.65,54.0333,25.31,85,85,7.41,YE,1726362988
277,dryden,49.7833,-92.7503,20.2,61,0,2.57,CA,1726362989
278,new norfolk,-42.7826,147.0587,11.51,52,76,3.43,AU,1726362991
279,quellon,-43.1167,-73.6167,6.45,90,97,2.55,CL,1726362993
280,andovoranto,-18.95,49.1,20.13,84,100,2.0,MG,1726362994
281,pisco,-13.7,-76.2167,17.23,88,9,7.72,PE,1726362995
282,ca mau,9.1769,105.15,26.91,86,94,3.48,VN,1726362996
283,gamba,-2.65,10.0,23.49,91,37,3.09,GA,1726362997
284,erbil,36.1926,44.0106,23.9,31,6,1.03,IQ,1726362999
285,tofol,5.3248,163.0078,28.86,64,100,3.31,FM,1726363000
286,dalnerechensk,45.9339,133.7225,13.37,77,0,3.29,RU,1726363001
287,lobujya,27.95,86.8167,1.28,87,90,0.75,NP,1726363002
288,wad az zaki,14.4619,32.2065,28.57,67,0,4.73,SD,1726363003
289,coquimbo,-29.9533,-71.3436,11.85,93,20,1.54,CL,1726363004
290,dampit,-8.2116,112.7493,26.13,47,100,3.04,ID,1726363005
291,atafu village,-8.5421,-172.5159,28.63,73,54,5.97,TK,1726363006
292,tecozautla,20.5333,-99.6333,22.43,78,100,3.07,MX,1726363008
293,mora,11.0461,14.1401,24.13,77,38,1.24,CM,1726363009
294,hotan,37.0997,79.9269,19.34,27,69,0.8,CN,1726363010
295,amstetten,48.1229,14.8721,8.16,96,100,11.03,AT,1726363011
296,lincoln city,44.9582,-124.0179,17.7,91,36,2.76,US,1726363012
297,ben gardane,33.1378,11.2197,23.01,54,0,2.07,TN,1726363013
298,cidade velha,14.9167,-23.6167,26.26,78,40,3.09,CV,1726363014
299,ati,13.2154,18.3353,29.16,62,100,3.3,TD,1726363016
300,sinabang,2.4803,96.3801,26.7,79,68,0.33,ID,1726363017
301,bathsheba,13.2167,-59.5167,29.34,84,40,6.17,BB,1726363018
302,thunder bay,48.4001,-89.3168,17.84,75,100,1.08,CA,1726363020
303,sakaiminato,35.55,133.2333,27.88,81,95,2.67,JP,1726363021
304,yambio,4.5721,28.3955,20.53,97,66,0.65,SS,1726363022
305,baley,51.6,116.6333,14.06,50,99,3.58,RU,1726363023
306,taulaga,-11.0553,-171.0883,27.99,79,100,6.61,AS,1726363025
307,mersa matruh,31.3525,27.2453,26.27,64,0,4.07,EG,1726363026
308,san lorenzo cacaotepec,17.1333,-96.8,21.58,83,100,1.03,MX,1726363028
309,anse-bertrand,16.4721,-61.5078,26.9,74,0,6.3,GP,1726363029
310,kamina,-8.7386,24.9906,19.88,35,0,0.85,CD,1726363030
311,port-vila,-17.7338,168.3219,24.78,100,100,5.66,VU,1726363031
312,carnarvon,-24.8667,113.6333,24.38,27,0,10.8,AU,1726363032
313,langepas,61.2544,75.2124,2.54,71,0,3.88,RU,1726363034
314,acapulco de juarez,16.8634,-99.8901,29.9,74,75,2.06,MX,1726363035
315,egilsstadir,65.2653,-14.3948,4.95,93,100,8.75,IS,1726363036
316,mar del plata,-38.0023,-57.5575,9.49,84,0,3.58,AR,1726362871
317,tura,25.5198,90.2201,22.62,96,100,2.17,IN,1726363038
318,kolwezi,-10.7148,25.4667,18.19,28,5,1.57,CD,1726363039
319,geraldton,-28.7667,114.6,20.23,37,0,7.2,AU,1726363040
320,ixtapa,20.7,-105.2,30.57,70,75,2.57,MX,1726363041
321,kavieng,-2.5744,150.7967,28.34,74,81,2.41,PG,1726363043
322,fort-shevchenko,44.5086,50.263,19.62,50,0,6.49,KZ,1726363044
323,halifax,44.6453,-63.5724,14.0,78,15,4.63,CA,1726363045
324,greymouth,-42.4667,171.2,11.84,70,100,1.82,NZ,1726363046
325,grand falls-windsor,48.9332,-55.6649,9.72,84,99,1.27,CA,1726363047
326,pieksamaki,62.3,27.1333,14.55,98,100,1.6,FI,1726363048
327,don sak,9.3168,99.6918,27.34,76,92,7.49,TH,1726363049
328,kristiansund,63.1115,7.732,12.36,62,100,3.09,NO,1726363051
329,aoulef,26.9667,1.0833,33.65,15,0,3.0,DZ,1726363052
330,namibe,-15.1961,12.1522,18.26,88,23,3.32,AO,1726363053
331,beboto,8.2668,16.939,22.99,93,100,0.92,TD,1726363054
332,winnemucca,40.973,-117.7357,29.03,11,0,5.14,US,1726363055
333,minas de marcona,-15.2119,-75.1103,9.8,88,59,6.41,PE,1726363056
334,daru,-9.0763,143.2092,26.11,87,76,7.97,PG,1726363057
335,moussoro,13.6408,16.4901,28.81,65,97,4.11,TD,1726363058
336,satipo,-11.2522,-74.6386,28.14,45,100,1.26,PE,1726363060
337,kaman,27.65,77.2667,26.01,74,0,1.89,IN,1726363061
338,el amria,35.5244,-1.0158,21.64,66,0,3.71,DZ,1726363062
339,aykhal,66.0,111.5,-0.29,91,100,6.97,RU,1726363063
340,venice,27.0998,-82.4543,27.25,89,2,0.89,US,1726363064
341,nordhorn,52.4333,7.0833,9.41,82,45,1.65,DE,1726363065
342,arivonimamo,-19.0167,47.1833,10.18,90,1,1.99,MG,1726363067
343,naze,28.3667,129.4833,27.51,88,100,8.11,JP,1726363069
344,el grao,39.798,-0.1321,21.6,69,0,2.25,ES,1726363070
345,piton saint-leu,-21.2196,55.3151,15.06,59,20,3.6,RE,1726363071
346,vuktyl,63.8567,57.3094,13.8,94,72,1.4,RU,1726363072
347,sovetskaya gavan',48.9723,140.2878,17.84,40,24,4.3,RU,1726363073
348,selkirk,50.1436,-96.8845,21.21,61,100,0.89,CA,1726363074
349,smithers,54.7804,-127.1743,13.58,75,95,2.06,CA,1726362890
350,nova sintra,14.8667,-24.7167,26.17,75,47,3.99,CV,1726363078
351,lodwar,3.1191,35.5973,26.99,42,84,7.55,KE,1726363080
352,coaticook,45.1334,-71.7991,14.37,89,5,0.77,CA,1726363081
353,jamaame,0.0697,42.745,23.71,83,14,4.75,SO,1726363082
354,collinsville,38.6703,-89.9846,25.73,79,0,0.45,US,1726363083
355,fenoarivo be,-18.4333,46.5667,14.01,80,1,1.77,MG,1726363085
356,vilyuchinsk,52.9306,158.4028,16.15,50,100,5.61,RU,1726363086
357,orange walk,17.8333,-88.8333,26.03,86,98,2.06,BZ,1726363087
358,queenstown,-31.8976,26.8753,12.51,78,53,1.4,ZA,1726363088
359,ust-nera,64.5667,143.2,4.63,84,94,3.48,RU,1726363089
360,suyan,6.0603,125.3853,27.93,76,100,4.63,PH,1726363090
361,northam,51.0333,-4.2167,11.45,94,100,3.67,GB,1726363091
362,jianshui,23.6363,102.8264,22.43,81,4,0.51,CN,1726363092
363,auki,-8.7676,160.7034,30.39,64,73,0.84,SB,1726363094
364,grants,35.1473,-107.8514,28.13,16,0,0.0,US,1726363095
365,estacion coahuila,32.1939,-115.0017,34.19,16,0,5.32,MX,1726363096
